link,title,description,cleaned_description
https://www.bbc.com/news/articles/ceddwgd9n3eo,Asian hornets: How to spot them and how to treat a sting,The buzz over a record number of reported sightings last year has prompted warnings this summer.,the buzz over a record number of reported sightings last year has prompted warnings this summer
https://www.bbc.com/news/world-us-canada-69041446,"Decades after training, 90-year-old finally goes to space on Blue Origin flight",Ed Dwight was the first black astronaut candidate in 1961 - but was never picked for a Nasa mission.,ed dwight was the first black astronaut candidate in   but was never picked for a nasa mission
https://www.bbc.com/news/articles/ce991l6918do,Iran: Mourners gather around President Raisi's funeral casket,Thousands of people are gathering in the city of Tabiz to mourn the victim's of Sunday's helicopter crash.,thousands of people are gathering in the city of tabiz to mourn the victims of sundays helicopter crash
https://www.bbc.com/reel/video/p0hz7bgl/the-celebrity-dogs-of-cannes,The celebrity dogs of Cannes,"Messi has been a big star on the red carpet, eclipsing Meryl Streep. But who will win the Palm Dog this year?",messi has been a big star on the red carpet eclipsing meryl streep but who will win the palm dog this year
https://www.bbc.com/culture/article/20240520-horizon-an-american-saga-review-kevin-costners-western-is-a-numbingly-long-incoherent-disas-ter,"Horizon: An American Saga review: Kevin Costner's Western is a numbingly long, incoherent disaster","The first film in the actor-director's planned four-part passion project is baffling – like a three-hour pilot episode for a TV show, with half-formed characters and no structure.",the first film in the actordirectors planned fourpart passion project is baffling  like a threehour pilot episode for a tv show with halfformed characters and no structure
https://www.bbc.com/culture/article/20240518-kinds-of-kindness-cannes-film-festival-review-emma-stone-jesse-plemons-yogos-lanthimos,Kinds of Kindness review: 'Almost unbearable cruelty' in Emma Stone's wacky black comedy,"Emma Stone, Jesse Plemons, and Margaret Qualley star in Kinds of Kindness, which premiered at the Cannes Film Festival. Its comic sketches are dark – and disturbing.",emma stone jesse plemons and margaret qualley star in kinds of kindness which premiered at the cannes film festival its comic sketches are dark  and disturbing
https://www.bbc.com/future/article/20240516-a-vulture-road-trip-to-save-them-from-extinction,A vulture road trip to save them from extinction,Vultures can fly for hundreds of thousands of kilometres. But 163 vultures recently made an epic 1050-km (650-mile) journey by road – the largest ever translocation of vultures.,vultures can fly for hundreds of thousands of kilometres but  vultures recently made an epic km mile journey by road  the largest ever translocation of vultures
https://www.bbc.com/travel/article/20240521-the-remote-argentinean-community-that-is-saving-the-stars,The remote Argentinean community that is saving the stars,"In the jungle of Misiones, Argentina's northern green thumb, one Indigenous community is working to save their ancient knowledge of the night sky.",in the jungle of misiones argentinas northern green thumb one indigenous community is working to save their ancient knowledge of the night sky
https://www.bbc.com/news/articles/cz55mj18106o,Brothers proud of killed Cornwall aid worker's legacy,"The brothers of James ""Jim"" Henderson say their brother ""achieved so much in his lifetime"".",the brothers of james jim henderson say their brother achieved so much in his lifetime
https://www.bbc.com/news/articles/c9eev88xy59o,Gaza war: Israel's defence minister rejects ICC warrant requests,"Yoav Gallant accuses the prosecutor of drawing a ""despicable"" parallel between Israel and Hamas.",yoav gallant accuses the prosecutor of drawing a despicable parallel between israel and hamas
https://www.bbc.com/news/articles/cmllykpwgdyo,ICC: Netanyahu angrily rejects move to seek his arrest,"Israel's prime minister lambasts the ICC, saying it has compared Israel to ""mass murderers"".",israels prime minister lambasts the icc saying it has compared israel to mass murderers
https://www.bbc.com/news/articles/cx88lve88wyo,Thousands flee Russian offensive in Kharkiv region,"Fighting around Ukraine’s second largest city has so far displaced around 14,000 people.",fighting around ukraines second largest city has so far displaced around  people
https://www.bbc.com/news/articles/cw449e92lpxo,Ukrainian cancer survivor holds Washington art exhibition,Lena Archbold hopes the exhibition will raise money for her home country and help friends still there. ,lena archbold hopes the exhibition will raise money for her home country and help friends still there 
https://www.bbc.com/news/articles/clmml2xp2n5o,Londoners donate 110 non-compliant Ulez vehicles for Ukraine aid,Vehicles that do not meet Ulez emission rules can be donated to Ukraine instead of being scrapped.,vehicles that do not meet ulez emission rules can be donated to ukraine instead of being scrapped
https://www.bbc.com/news/articles/cn007p39zdzo,Ukraine's Zelensky stays in power despite term expiring,Martial law and a desire for stability keeps the Ukrainian leader in power without new elections.,martial law and a desire for stability keeps the ukrainian leader in power without new elections
https://www.bbc.com/news/world-us-canada-69041447,Timelapse videos capture Baltimore bridge wreckage removal,Footage recorded over weeks depicts the massive clearing effort and the moment cargo ship Dali was moved.,footage recorded over weeks depicts the massive clearing effort and the moment cargo ship dali was moved
https://www.bbc.com/news/world-us-canada-61084161,A guide to Donald Trump's four criminal cases,The former president is juggling potentially explosive legal battles with campaigning for the White House.,the former president is juggling potentially explosive legal battles with campaigning for the white house
https://www.bbc.com/news/world-us-canada-69044111,"Trump allies, including Rudy Giuliani, to be arraigned in fake elector scheme",Arizona is the fourth US state to charge Trump allies for allegedly trying to overturn election results.,arizona is the fourth us state to charge trump allies for allegedly trying to overturn election results
https://www.bbc.com/news/articles/clll2epyd4jo,Alaska moose kills man trying to photograph its newborn calves,Dale Chorman and a friend went in search of a cow moose and its two newborn calves on his property.,dale chorman and a friend went in search of a cow moose and its two newborn calves on his property
https://www.bbc.com/news/articles/c8889d7x8j4o,Singapore Airlines: Passengers recall horror as turbulence hit flight,"One person has died, with several injured, after severe turbulence on a London to Singapore flight.",one person has died with several injured after severe turbulence on a london to singapore flight
https://www.bbc.com/news/articles/cv2237rplg8o,"BMW, Jaguar and VW imported banned Xinjiang parts - Senate probe",The car makers used parts made by a supplier banned over alleged links to Chinese forced labour.,the car makers used parts made by a supplier banned over alleged links to chinese forced labour
https://www.bbc.com/news/articles/cv22xjw7d9po,"Philippines: Mayor Alice Guo says she is a love child, not China spy",Alice Guo insists she is a Philippine citizen in the face of weeks of criticism.,alice guo insists she is a philippine citizen in the face of weeks of criticism
https://www.bbc.com/reel/video/p0hxbksd/astronaut-peggy-whitson-how-space-changed-my-body,Astronaut Peggy Whitson: How space changed my body,"Peggy Whitson has spent 675 days in space, more than any other American. Here's how it affected her body.",peggy whitson has spent  days in space more than any other american heres how it affected her body
https://www.bbc.com/news/articles/crgg821ezz8o,New Caledonia: Australia and New Zealand send evacuation flights amid unrest,The French Pacific territory's airport has been closed since deadly unrest erupted last week. ,the french pacific territorys airport has been closed since deadly unrest erupted last week 
https://www.bbc.com/sport/cricket/articles/cne93vemvreo,"T20 World Cup 2024: Full squads including England, India & Australia - BBC Sport",Look at who each of the 20 teams involved in the 2024 Men's T20 World Cup have named in their squads. ,look at who each of the  teams involved in the  mens t world cup have named in their squads 
https://www.bbc.com/news/business-68936973,Post Office: Fujitsu sacked top boss at height of Horizon scandal,"Global president Rod Vawdrey then returned to Australia and made millions in a ""train wreck"" float.",global president rod vawdrey then returned to australia and made millions in a train wreck float
https://www.bbc.com/sport/cricket/articles/cp0g0g64mpdo,Marnus Labuschagne: 'England can cope without James Anderson and Stuart Broad' - BBC Sport,Australia batter Marnus Labuschagne believes England can cope without the experience of James Anderson and Stuart Board.,australia batter marnus labuschagne believes england can cope without the experience of james anderson and stuart board
https://www.bbc.com/news/articles/c3ggk2erkkvo,Prince Harry loses court bid to name Rupert Murdoch in hacking claim,"But the Duke of Sussex was granted permission to alter his case to include further accusations against journalists and private investigators.

","but the duke of sussex was granted permission to alter his case to include further accusations against journalists and private investigators

"
